uid,Cond,ResponseRegion,LatentPOPRegion,JointMass,ResponseMass,PosteriorGivenResponse
AQ,S6C4NR,Central,Shoulder,0.0419420760097408,0.594605421311332,0.0705376616264993
AQ,S6C4NR,Central,Tail,5.0773198609202e-07,0.594605421311332,8.53897337451577e-07
AQ,S6C4NR,Shoulder,Central,0.0971950828529052,0.252045386300682,0.385625320421277
AQ,S6C4NR,Shoulder,Shoulder,0.150993166779388,0.252045386300682,0.599071337886972
AQ,S6C4NR,Shoulder,Tail,0.00385713666838877,0.252045386300682,0.0153033416917512
AQ,S6C4NR,Tail,Central,1.1406534706774e-05,0.153349192387985,7.4382750434802e-05
AQ,S6C4NR,Tail,Shoulder,0.00706886034294695,0.153349192387985,0.0460964954093933
AQ,S6C4NR,Tail,Tail,0.146268925510332,0.153349192387985,0.953829121840172
AQ,S6C4R,Central,Central,0.63571986660461,0.681991005979042,0.932152859834263
AQ,S6C4R,Central,Shoulder,0.0462709394397655,0.681991005979042,0.0678468470025357
AQ,S6C4R,Central,Tail,1.99934666970164e-07,0.681991005979042,2.93163201885844e-07
AQ,S6C4R,Shoulder,Central,0.111285902176656,0.268307723006425,0.414769656757107
AQ,S6C4R,Shoulder,Shoulder,0.155564579040635,0.268307723006425,0.579799110131876
AQ,S6C4R,Shoulder,Tail,0.00145724178913413,0.268307723006425,0.00543123311101722
AQ,S6C4R,Tail,Central,1.30243091806174e-05,0.0497012710145332,0.000262051833177646
AQ,S6C4R,Tail,Shoulder,0.00523640435335975,0.0497012710145332,0.10535755417258
AQ,S6C4R,Tail,Tail,0.0444518423519928,0.0497012710145332,0.894380393994243
AQ,S6C6NR,Central,Central,0.451486997080618,0.488156754917896,0.92488118321041
AQ,S6C6NR,Central,Shoulder,0.0366688751622822,0.488156754917896,0.0751170086101739
AQ,S6C6NR,Central,Tail,8.82674996024223e-07,0.488156754917896,1.80817941600067e-06
AQ,S6C6NR,Shoulder,Central,0.0800303647691644,0.232235436394757,0.344608755716021
AQ,S6C6NR,Shoulder,Shoulder,0.145424505305134,0.232235436394757,0.626194294732605
AQ,S6C6NR,Shoulder,Tail,0.00678056632045917,0.232235436394757,0.0291969495513745
AQ,S6C6NR,Tail,Central,9.43584427858932e-06,0.279607808687346,3.37467123070957e-05
AQ,S6C6NR,Tail,Shoulder,0.00930106485422833,0.279607808687346,0.0332646820483782
AQ,S6C6NR,Tail,Tail,0.270297307988839,0.279607808687346,0.966701571239315
ES,S2C2NR,Central,Central,0.754384343944169,0.77974452805663,0.967476291015896
ES,S2C2NR,Central,Shoulder,0.025359415070882,0.77974452805663,0.0325227227103288
ES,S2C2NR,Central,Tail,7.69041579337386e-07,0.77974452805663,9.86273775147972e-07
ES,S2C2NR,Shoulder,Central,0.152303559502367,0.208908780657036,0.729043360567995
ES,S2C2NR,Shoulder,Shoulder,0.0563227459777696,0.208908780657036,0.26960449340918
ES,S2C2NR,Shoulder,Tail,0.000282475176898604,0.208908780657036,0.00135214602282487
ES,S2C2NR,Tail,Central,0.000363473740338145,0.0113466912863344,0.0320334563764771
ES,S2C2NR,Tail,Shoulder,0.00147085621536568,0.0113466912863344,0.129628644884094
ES,S2C2NR,Tail,Tail,0.00951236133063053,0.0113466912863344,0.838337898739429
