"subexperiment","participant_id","redundancy","tab_away_count","target_orientation","started_outof_center","too_fast_trigger","num_items","response_RT_from_start","response_error_deg","duration_ms","response_orientation_360","response_RT","leave_center_RT","cue_type","too_slow_trigger","trial_event","trial_number"
2,"09",0,2,NA,"[False]","[False]",4,"[808.3000000715256]","[86.62180412278485]",250,NA,"[282.8000000715256]","[525.5]","Baseline","[False]","stimulus_wheel_display_event",147
2,"09",0,2,NA,"[False]","[False]",4,"[762.5999999046326]","[-117.19815283789285]",50,NA,"[282]","[480.59999990463257]","NR-cue","[False]","stimulus_wheel_display_event",148
2,"09",0,2,NA,"[False]","[False]",6,"[976.6000000238419]","[160.81266246708287]",250,NA,"[400]","[576.6000000238419]","Baseline","[False]","stimulus_wheel_display_event",149
2,"09",0,2,NA,"[False]","[False]",6,"[540.7000000476837]","[96.10695554648368]",150,NA,"[83.60000002384186]","[457.10000002384186]","Baseline","[False]","stimulus_wheel_display_event",150
2,"09",0,2,NA,"[False]","[False]",6,"[928.3999999761581]","[4.630272951281199]",50,NA,"[386.5]","[541.8999999761581]","Baseline","[False]","stimulus_wheel_display_event",151
2,"09",1,2,NA,"[False]","[False]",4,"[1000.1000000238419]","[-17.885527054658724]",150,NA,"[490.89999997615814]","[509.2000000476837]","R-cue","[False]","stimulus_wheel_display_event",152
2,"09",0,2,NA,"[False]","[False]",6,"[791.1999999284744]","[54.82689198127207]",50,NA,"[358.89999997615814]","[432.2999999523163]","NR-cue","[False]","stimulus_wheel_display_event",153
2,"09",0,2,NA,"[False]","[False]",4,"[713]","[-140.85685678372647]",50,NA,"[270.8000000715256]","[442.1999999284744]","NR-cue","[False]","stimulus_wheel_display_event",154
2,"09",1,2,NA,"[False]","[False]",4,"[904.7000000476837]","[-41.28670905683805]",150,NA,"[404]","[500.7000000476837]","R-cue","[False]","stimulus_wheel_display_event",155
2,"09",1,2,NA,"[False]","[False]",4,"[690.2000000476837]","[100.99590929724036]",250,NA,"[335.3000000715256]","[354.89999997615814]","R-cue","[False]","stimulus_wheel_display_event",156
2,"09",1,2,NA,"[False]","[False]",4,"[820.8000000715256]","[-22.691878847425528]",250,NA,"[167.40000009536743]","[653.3999999761581]","R-cue","[False]","stimulus_wheel_display_event",157
2,"09",0,2,NA,"[False]","[False]",4,"[628.6000000238419]","[-1.6432211394164824]",150,NA,"[198.10000002384186]","[430.5]","NR-cue","[False]","stimulus_wheel_display_event",158
2,"09",0,2,NA,"[False]","[False]",6,"[768]","[-20.809578899926123]",150,NA,"[285.89999997615814]","[482.10000002384186]","NR-cue","[False]","stimulus_wheel_display_event",159
2,"09",0,2,NA,"[False]","[False]",6,"[574.1999999284744]","[-150.86989764584405]",150,NA,"[138]","[436.1999999284744]","NR-cue","[False]","stimulus_wheel_display_event",160
2,"09",0,2,NA,"[False]","[False]",4,"[445.39999997615814]","[-16.955595818980555]",250,NA,"[130]","[315.39999997615814]","NR-cue","[False]","stimulus_wheel_display_event",161
2,"09",0,2,NA,"[False]","[False]",6,"[603.7999999523163]","[167.12633480937325]",150,NA,"[185.29999995231628]","[418.5]","Baseline","[False]","stimulus_wheel_display_event",162
2,"09",0,2,NA,"[False]","[False]",4,"[507.89999997615814]","[-18.80369569398647]",50,NA,"[67.29999995231628]","[440.60000002384186]","NR-cue","[False]","stimulus_wheel_display_event",163
2,"09",1,2,NA,"[True]","[False]",6,"[683.0999999046326]","[55.408932273219676]",250,NA,"[150]","[None]","R-cue","[False]","stimulus_wheel_display_event",164
