ID,CueType,estimate,lower,upper,boot_se,excludes_0
AQ,NR,15.91202283322923,1.5718818970192594,31.559181531160828,7.581689747268507,TRUE
AQ,R,7.872202603389766,-3.315665065115053,19.05688520544324,5.74662016120874,FALSE
HC,NR,10.128677354705658,-3.974812489999652,26.527255102735477,7.843380428227802,FALSE
HC,R,18.88757262102804,6.48743831915966,30.053294618433643,6.00138476731515,TRUE
YILIU,NR,21.31145508937785,6.294750769131032,39.08562701121293,8.56180103418627,TRUE
YILIU,R,13.905081330889898,6.665204151360321,19.894944207028953,3.458744280166257,TRUE
