uid,start_date_local,session,age,colorblind,gender,num_items,ColorN,redundancy,response_error,response_RT,rotation,response_degrees,response_radians,target_angle_norotation,response_derotated_degress,target_color,target_patchN,Patch_Locations1,Patch_Locations2,Patch_Locations3,Patch_Locations4,Patch_Locations5,Patch_Locations6,Patch_Color_Angle1,Patch_Color_Angle2,Patch_Color_Angle3,Patch_Color_Angle4,Patch_Color_Angle5,Patch_Color_Angle6,all_patch_colors,leave_center_RT,started_outof_center,too_fast_trigger,too_slow_trigger,timeout,tab_away_count,points,Gestalt,num_itemsi,ColorNi,redundanti,Cnd
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Four Colors,Redundant Cued,-25.178647895625,1477.7999997139,62,97.821352104375,-1.70730467297403,61,35.821352104375,"[206.04, 160.03, 0]",1,76,17,312,135,194,253,61,256,186,313,61,61,"[[206.04, 160.03, 0], [0, 132.69, 255], [0, 239.74, 231], [239.57, 0, 224.87], [206.04, 160.03, 0], [206.04, 160.03, 0]]",1093.90000009537,FALSE,FALSE,FALSE,FALSE,0,86,Iso.Triangle,6,4,1,7
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,-7.3785093928426,1027,62,358.621490607157,0.0240595276747715,304,296.621490607157,"[227.52, 0, 238.44]",1,316,138,227,49,NaN,NaN,304,236,236,236,NaN,NaN,"[[227.52, 0, 238.44], [0, 206.84, 255], [0, 206.84, 255], [0, 206.84, 255]]",971.10000038147,FALSE,FALSE,FALSE,FALSE,0,96,Contiguous.Short4,4,2,0,3
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Two Colors,Redundant Cued,4.81417459683377,1411.09999990463,62,218.814174596834,2.4641575104311,152,156.814174596834,"[0, 211.5, 151.85]",1,285,167,108,344,49,226,152,306,152,152,152,152,"[[0, 211.5, 151.85], [230.71, 0, 235.7], [0, 211.5, 151.85], [0, 211.5, 151.85], [0, 211.5, 151.85], [0, 211.5, 151.85]]",1087.5,FALSE,FALSE,FALSE,FALSE,0,97,Contiguous.Long,6,2,1,5
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,-35.5957868308903,1510.7000002861,62,282.40421316911,1.35430196587469,256,220.40421316911,"[0, 132.69, 255]",2,135,224,313,46,NaN,NaN,317,256,317,317,NaN,NaN,"[[243.18, 0, 217.85], [0, 132.69, 255], [243.18, 0, 217.85], [243.18, 0, 217.85]]",1260.7000002861,FALSE,FALSE,FALSE,FALSE,0,80,Contiguous.Short4,4,2,0,3
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,59.7144382134667,1188.2999997139,62,243.714438213467,2.0295659257063,122,181.714438213467,"[73.46, 177.59, 0]",2,40,217,158,335,276,99,11,122,11,11,11,11,"[[233.43, 67.56, 74.3], [73.46, 177.59, 0], [233.43, 67.56, 74.3], [233.43, 67.56, 74.3], [233.43, 67.56, 74.3], [233.43, 67.56, 74.3]]",1150.19999980927,FALSE,FALSE,FALSE,FALSE,0,67,Contiguous.Long,6,2,0,6
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Four Colors,Redundant Cued,-22.6134604823147,1313.5,62,263.386539517685,1.68622298716182,224,201.386539517685,"[0, 227.88, 255]",2,136,254,195,313,77,18,309,224,254,143,224,224,"[[234.93, 0, 231.29], [0, 227.88, 255], [0, 143.9, 255], [0, 199.81, 121.36], [0, 227.88, 255], [0, 227.88, 255]]",1125.30000019073,FALSE,FALSE,FALSE,FALSE,0,87,Iso.Triangle,6,4,1,7
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Two Colors,Redundant Cued,-2.82972197458855,1562,62,195.170278025411,2.87682135360342,136,133.170278025411,"[0, 189.46, 89.98]",1,25,203,114,292,NaN,NaN,136,51,136,136,NaN,NaN,"[[0, 189.46, 89.98], [214.12, 149.2, 0], [0, 189.46, 89.98], [0, 189.46, 89.98]]",1490.19999980927,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Short4,4,2,1,2
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Two Colors,Redundant Cued,-1.23931055231026,1018.09999990463,62,293.76068944769,1.15609406338884,233,231.76068944769,"[0, 213.25, 255]",1,128,69,10,187,305,246,233,42,233,233,233,233,"[[0, 213.25, 255], [219.61, 136.23, 0], [0, 213.25, 255], [0, 213.25, 255], [0, 213.25, 255], [0, 213.25, 255]]",968.099999904633,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Long,6,2,1,5
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Two Colors,Redundant Cued,6.37580749554817,967.900000095367,62,82.3758074955482,-1.43772906478634,14,20.3758074955482,"[231.16, 71.92, 60.85]",2,148,237,326,59,NaN,NaN,290,14,14,14,NaN,NaN,"[[200.22, 50.95, 255], [231.16, 71.92, 60.85], [231.16, 71.92, 60.85], [231.16, 71.92, 60.85]]",864.5,FALSE,FALSE,FALSE,FALSE,0,96,Contiguous.Short4,4,2,1,2
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,-20.6401798699785,1030.5,62,268.359820130021,1.59942286585095,227,206.359820130021,"[0, 223.7, 255]",1,287,346,51,228,110,169,227,313,313,313,313,313,"[[0, 223.7, 255], [239.57, 0, 224.87], [239.57, 0, 224.87], [239.57, 0, 224.87], [239.57, 0, 224.87], [239.57, 0, 224.87]]",992.5,FALSE,FALSE,FALSE,FALSE,0,89,Contiguous.Long,6,2,0,6
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Four Colors,Redundant Cued,-9.42607874009914,1004.2999997139,62,94.5739212599009,-1.65062631250713,42,32.5739212599009,"[219.61, 136.23, 0]",2,92,269,151,210,328,33,197,42,83,314,42,42,"[[0, 242.44, 249.44], [219.61, 136.23, 0], [180.16, 174.63, 0], [240.57, 0, 223.17], [219.61, 136.23, 0], [219.61, 136.23, 0]]",938.199999809265,FALSE,FALSE,FALSE,FALSE,0,95,Contiguous.Short6,6,4,1,7
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Four Colors,Redundant Cued,22.0630726660883,1193.2999997139,62,290.063072666088,1.22062965070478,206,228.063072666088,"[0, 241.45, 255]",2,262,144,26,321,85,203,329,206,47,116,206,206,"[[248.74, 0, 193.45], [0, 241.45, 255], [216.77, 143.88, 0], [102.97, 178.95, 0], [0, 241.45, 255], [0, 241.45, 255]]",1143.19999980927,FALSE,FALSE,FALSE,FALSE,0,88,Contiguous.Short6,6,4,1,7
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Four Colors,Redundant Cued,18.7438506759981,1340.40000009537,62,282.743850675998,1.34837417311623,202,220.743850675998,"[0, 242.29, 255]",4,86,27,263,204,145,322,147,320,90,202,202,202,"[[0, 205.22, 135.83], [245.28, 0, 212.21], [169.01, 177.18, 0], [0, 242.29, 255], [0, 242.29, 255], [0, 242.29, 255]]",1256.2999997139,FALSE,FALSE,FALSE,FALSE,0,90,Iso.Triangle,6,4,1,7
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,56.15202238084,1041.40000009537,62,211.15202238084,2.59788729438917,93,149.15202238084,"[163.66, 178, 0]",1,103,281,192,14,NaN,NaN,93,27,171,328,NaN,NaN,"[[163.66, 178, 0], [224.92, 103.19, 0], [0, 230.54, 200.74], [248.55, 0, 195.67]]",1024.40000009537,FALSE,FALSE,FALSE,FALSE,0,69,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-2.50523009211344,891.400000095367,62,45.4947699078866,-0.794033527329858,346,343.494769907887,"[246.18, 6.18, 150.43]",1,41,220,NaN,NaN,NaN,NaN,346,157,NaN,NaN,NaN,NaN,"[[246.18, 6.18, 150.43], [0, 217.25, 166.24]]",843.400000095367,FALSE,FALSE,FALSE,FALSE,0,99,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,3.14277197996228,806.800000190735,62,58.1427719799623,-1.01478280728664,353,356.142771979962,"[243.86, 33.18, 132.16]",1,52,231,NaN,NaN,NaN,NaN,353,263,NaN,NaN,NaN,NaN,"[[243.86, 33.18, 132.16], [87.16, 112.91, 255]]",756.700000286102,FALSE,FALSE,FALSE,FALSE,0,98,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-1.70637084030592,943.400000095367,62,67.2936291596941,-1.17449539445273,7,5.29362915969408,"[236.23, 61.34, 89.52]",1,90,1,268,179,NaN,NaN,7,279,201,86,NaN,NaN,"[[236.23, 61.34, 89.52], [168.18, 79.87, 255], [0, 242.39, 255], [175.59, 175.83, 0]]",896.900000095367,FALSE,FALSE,FALSE,FALSE,0,99,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,31.6663253713251,1177.5,62,285.666325371325,1.29736736737655,192,223.666325371325,"[0, 241.69, 241.45]",1,40,158,335,217,99,276,192,331,259,143,78,16,"[[0, 241.69, 241.45], [248.99, 0, 188.9], [42.14, 119.86, 255], [0, 199.81, 121.36], [187.15, 172.23, 0], [229.58, 74.69, 50.14]]",1123.7000002861,FALSE,FALSE,FALSE,FALSE,0,82,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-33.1678701497816,968.699999809265,62,244.832129850218,2.01005852662298,216,182.832129850218,"[0, 236.12, 255]",1,138,227,316,49,NaN,NaN,216,16,287,131,NaN,NaN,"[[0, 236.12, 255], [229.58, 74.69, 50.14], [192.62, 59.57, 255], [0, 181.33, 56.25]]",928.300000190735,FALSE,FALSE,FALSE,FALSE,0,82,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-40.3352708750859,1324.69999980927,62,113.664729124914,-1.98382376661724,92,51.6647291249141,"[165.48, 177.74, 0]",1,249,190,131,308,13,72,92,347,261,171,197,25,"[[165.48, 177.74, 0], [245.92, 11.98, 147.9], [68.82, 116.45, 255], [0, 230.54, 200.74], [0, 242.44, 249.44], [225.24, 96.93, 0]]",1124.69999980927,FALSE,FALSE,FALSE,FALSE,0,78,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,5.60635381021575,1035.59999990463,62,340.606353810216,0.338482979978589,273,278.606353810216,"[144.75, 93.28, 255]",1,104,283,NaN,NaN,NaN,NaN,273,0,NaN,NaN,NaN,NaN,"[[144.75, 93.28, 255], [240.5, 48.91, 112.22]]",1003.90000009537,FALSE,FALSE,FALSE,FALSE,0,97,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-32.2376392748868,957.699999809265,62,70.7623607251132,-1.23503618113715,41,8.76236072511321,"[220.12, 134.55, 0]",1,99,188,10,277,NaN,NaN,41,142,96,192,NaN,NaN,"[[220.12, 134.55, 0], [0, 198.4, 117.44], [157.92, 178.66, 0], [0, 241.69, 241.45]]",924.799999713898,FALSE,FALSE,FALSE,FALSE,0,82,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-4.04810575455306,1285.2999997139,62,196.951894245447,2.84572628455686,139,134.951894245447,"[0, 194.04, 104.71]",1,300,182,241,5,123,64,139,38,325,222,105,247,"[[0, 194.04, 104.71], [221.51, 129.15, 0], [247.69, 0, 202.13], [0, 230.32, 255], [137.69, 179.67, 0], [0, 174.69, 255]]",1185.2999997139,FALSE,FALSE,FALSE,FALSE,0,98,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,14.9724621301804,1162,62,248.97246213018,1.93779609621104,172,186.97246213018,"[0, 231.33, 202.94]",1,256,345,78,167,NaN,NaN,172,25,214,337,NaN,NaN,"[[0, 231.33, 202.94], [225.24, 96.93, 0], [0, 237.6, 255], [248.77, 0, 174.42]]",1119.59999990463,FALSE,FALSE,FALSE,FALSE,0,92,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-13.2749339369492,1108.90000009537,62,176.725066063051,-3.08443427360473,128,114.725066063051,"[0, 176.11, 11.2]",1,340,222,163,45,104,281,128,355,187,250,32,60,"[[0, 176.11, 11.2], [243, 38.19, 126.66], [0, 240.14, 232.8], [0, 162.8, 255], [223.71, 116.44, 0], [206.94, 159.08, 0]]",1001.30000019073,FALSE,FALSE,FALSE,FALSE,0,93,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-49.920469013385,1058.09999990463,62,237.079530986615,2.14536690237923,225,175.079530986615,"[0, 226.56, 255]",1,334,245,156,67,NaN,NaN,225,65,158,320,NaN,NaN,"[[0, 226.56, 255], [202.21, 163.53, 0], [0, 218.34, 168.97], [245.28, 0, 212.21]]",979.599999904633,FALSE,FALSE,FALSE,FALSE,0,72,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-6.42431139256422,1378.59999990463,62,66.5756886074358,-1.16196496798223,11,4.57568860743578,"[233.43, 67.56, 74.3]",1,225,284,166,343,48,107,11,206,347,97,164,286,"[[233.43, 67.56, 74.3], [0, 241.45, 255], [245.92, 11.98, 147.9], [155.9, 178.84, 0], [0, 224.42, 184.39], [189.91, 62.3, 255]]",962.5,FALSE,FALSE,FALSE,FALSE,0,96,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,12.0287025569533,1378.7000002861,62,272.028702556953,1.53538878763243,198,210.028702556953,"[0, 242.48, 250.96]",1,99,158,335,217,276,40,198,270,86,122,29,353,"[[0, 242.48, 250.96], [130.73, 99.52, 255], [175.59, 175.83, 0], [73.46, 177.59, 0], [224.51, 108.85, 0], [243.86, 33.18, 132.16]]",1322.2000002861,FALSE,FALSE,FALSE,FALSE,0,93,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-42.2384209613218,1324.19999980927,62,101.761579038678,-1.77607460625338,82,39.7615790386782,"[181.62, 174.19, 0]",1,20,287,198,109,NaN,NaN,82,127,268,186,NaN,NaN,"[[181.62, 174.19, 0], [23.05, 175.89, 0], [120.2, 103.5, 255], [0, 239.74, 231]]",1028.69999980927,FALSE,FALSE,FALSE,FALSE,0,77,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-38.7557537779065,1505.39999961853,62,247.244246222094,1.9679591539925,224,185.244246222094,"[0, 227.88, 255]",1,6,185,NaN,NaN,NaN,NaN,224,173,NaN,NaN,NaN,NaN,"[[0, 227.88, 255], [0, 232.09, 205.12]]",1321.5,FALSE,FALSE,FALSE,FALSE,0,78,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,10.7766788152574,1498.7000002861,62,231.776678815257,2.23791913251596,159,169.776678815257,"[0, 219.4, 171.64]",1,322,55,233,144,NaN,NaN,159,104,264,42,NaN,NaN,"[[0, 219.4, 171.64], [140.2, 179.63, 0], [94.86, 111.09, 255], [219.61, 136.23, 0]]",1123.40000009537,FALSE,FALSE,FALSE,FALSE,0,94,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,36.9872124958167,1455.69999980927,62,41.9872124958167,-0.732815101786507,303,339.987212495817,"[225.81, 0, 239.74]",1,124,242,183,301,6,65,303,140,184,4,272,91,"[[225.81, 0, 239.74], [0, 195.52, 109.14], [0, 238.85, 227.3], [238.16, 56.29, 99.71], [140.28, 95.39, 255], [167.27, 177.47, 0]]",1421.69999980927,FALSE,FALSE,FALSE,FALSE,0,79,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-5.19923363836763,938.400000095367,62,82.8007663616324,-1.44514599618505,26,20.8007663616324,"[225.1, 100.14, 0]",1,293,57,234,175,116,352,26,100,290,232,142,326,"[[225.1, 100.14, 0], [149.54, 179.28, 0], [200.22, 50.95, 255], [0, 215.2, 255], [0, 198.4, 117.44], [248.02, 0, 200.01]]",874.400000095367,FALSE,FALSE,FALSE,FALSE,0,97,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,3.79281417436533,980.400000095367,62,299.792814174365,1.05081362601739,234,237.792814174365,"[0, 211.21, 255]",1,178,357,NaN,NaN,NaN,NaN,234,41,NaN,NaN,NaN,NaN,"[[0, 211.21, 255], [220.12, 134.55, 0]]",930.5,FALSE,FALSE,FALSE,FALSE,0,98,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-12.6573759734622,845.900000095367,62,91.3426240265378,-1.59422953667436,42,29.3426240265378,"[219.61, 136.23, 0]",1,11,278,189,100,NaN,NaN,42,65,194,158,NaN,NaN,"[[219.61, 136.23, 0], [202.21, 163.53, 0], [0, 242.09, 244.73], [0, 218.34, 168.97]]",794.299999713898,FALSE,FALSE,FALSE,FALSE,0,93,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,5.28260977351999,937.200000286102,62,324.28260977352,0.623386059671719,257,262.28260977352,"[0, 126.51, 255]",1,188,9,NaN,NaN,NaN,NaN,257,29,NaN,NaN,NaN,NaN,"[[0, 126.51, 255], [224.51, 108.85, 0]]",909.800000190735,FALSE,FALSE,FALSE,FALSE,0,97,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-32.7036257727169,1432,62,116.296374227283,-2.02975463839757,87,54.2963742272831,"[174, 176.2, 0]",1,281,102,NaN,NaN,NaN,NaN,87,339,NaN,NaN,NaN,NaN,"[[174, 176.2, 0], [248.38, 0, 169.3]]",1249.19999980927,FALSE,FALSE,FALSE,FALSE,0,82,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,24.1859251657096,1125.2999997139,62,311.18592516571,0.851966327173272,225,249.18592516571,"[0, 226.56, 255]",1,178,356,89,267,NaN,NaN,225,320,54,172,NaN,NaN,"[[0, 226.56, 255], [245.28, 0, 212.21], [211.91, 152.79, 0], [0, 231.33, 202.94]]",1042.39999961853,FALSE,FALSE,FALSE,FALSE,0,87,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,4.93678649505821,1045.40000009537,62,79.9367864950582,-1.3951601178025,13,17.9367864950582,"[231.93, 70.49, 65.61]",1,51,140,318,229,NaN,NaN,13,294,357,67,NaN,NaN,"[[231.93, 70.49, 65.61], [209.21, 37.92, 251.69], [242.05, 42.73, 121.02], [200.16, 165.12, 0]]",912.200000286102,FALSE,FALSE,FALSE,FALSE,0,97,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,4.93409747035656,898.900000095367,62,279.934097470357,1.39741361772313,213,217.934097470357,"[0, 238.25, 255]",1,292,113,NaN,NaN,NaN,NaN,213,343,NaN,NaN,NaN,NaN,"[[0, 238.25, 255], [247.2, 0, 158.55]]",833,FALSE,FALSE,FALSE,FALSE,0,97,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-12.4480309673276,907.099999904633,62,271.551969032672,1.54370935728577,222,209.551969032672,"[0, 230.32, 255]",1,337,158,NaN,NaN,NaN,NaN,222,61,NaN,NaN,NaN,NaN,"[[0, 230.32, 255], [206.04, 160.03, 0]]",845.599999904633,FALSE,FALSE,FALSE,FALSE,0,93,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-26.8373433605777,1004.80000019073,62,259.162656639422,1.75994365060612,224,197.162656639422,"[0, 227.88, 255]",1,229,50,NaN,NaN,NaN,NaN,224,95,NaN,NaN,NaN,NaN,"[[0, 227.88, 255], [159.88, 178.45, 0]]",920.800000190735,FALSE,FALSE,FALSE,FALSE,0,85,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-2.16856462849233,1440.90000009537,62,167.831435371508,-2.92921113558088,108,105.831435371508,"[129.63, 179.69, 0]",1,274,95,NaN,NaN,NaN,NaN,108,284,NaN,NaN,NaN,NaN,"[[129.63, 179.69, 0], [184.22, 67.57, 255]]",1148.5,FALSE,FALSE,FALSE,FALSE,0,99,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-17.108376340441,1266.09999990463,62,205.891623659559,2.68969857204322,161,143.891623659559,"[0, 221.47, 176.86]",1,1,90,268,179,NaN,NaN,161,268,213,33,NaN,NaN,"[[0, 221.47, 176.86], [120.2, 103.5, 255], [0, 238.25, 255], [223.4, 118.77, 0]]",1192.69999980927,FALSE,FALSE,FALSE,FALSE,0,90,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-6.5217491749126,905.699999809265,62,315.478250825087,0.777051111849294,260,253.478250825087,"[57.18, 118.17, 255]",1,316,227,138,49,NaN,NaN,260,3,325,209,NaN,NaN,"[[57.18, 118.17, 255], [238.77, 54.52, 102.94], [247.69, 0, 202.13], [0, 240.36, 255]]",879.299999713898,FALSE,FALSE,FALSE,FALSE,0,96,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-3.48741747081303,1076.09999990463,62,206.512582529187,2.67886079524876,148,144.512582529187,"[0, 206.52, 139.19]",1,308,41,219,130,NaN,NaN,148,260,196,330,NaN,NaN,"[[0, 206.52, 139.19], [57.18, 118.17, 255], [0, 242.36, 247.9], [248.89, 0, 191.19]]",1026.7999997139,FALSE,FALSE,FALSE,FALSE,0,98,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,-36.8999846648336,1179.39999961853,62,118.100015335166,-2.06123411425445,93,56.1000153351664,"[163.66, 178, 0]",1,191,13,102,280,NaN,NaN,93,349,170,212,NaN,NaN,"[[163.66, 178, 0], [245.32, 20.8, 142.76], [0, 229.73, 198.5], [0, 238.85, 255]]",912.299999713898,FALSE,FALSE,FALSE,FALSE,0,80,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-6.34410125591839,909.300000190735,62,69.6558987440816,-1.21572477652001,14,7.65589874408161,"[231.16, 71.92, 60.85]",1,46,225,NaN,NaN,NaN,NaN,14,243,NaN,NaN,NaN,NaN,"[[231.16, 71.92, 60.85], [0, 188.2, 255]]",829.400000095367,FALSE,FALSE,FALSE,FALSE,0,96,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-2.24574256589506,914.699999809265,62,312.754257434105,0.824593765324503,253,250.754257434105,"[0, 149.02, 255]",1,143,322,NaN,NaN,NaN,NaN,253,53,NaN,NaN,NaN,NaN,"[[0, 149.02, 255], [212.67, 151.63, 0]]",831.699999809265,FALSE,FALSE,FALSE,FALSE,0,99,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,179.212760152999,2053.7999997139,62,204.212760152999,2.71900026792428,323,142.212760152999,"[246.88, 0, 206.26]",1,95,213,272,154,36,331,323,247,172,219,43,109,"[[246.88, 0, 206.26], [0, 174.69, 255], [0, 231.33, 202.94], [0, 233.49, 255], [219.09, 137.86, 0], [126.76, 179.66, 0]]",2020.59999990463,FALSE,FALSE,FALSE,FALSE,0,0,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Four Items,Four Colors,Non-Redundant Cued,9.54940841197211,1210.40000009537,62,193.549408411972,2.90511086510346,122,131.549408411972,"[73.46, 177.59, 0]",1,43,221,132,310,NaN,NaN,122,21,232,106,NaN,NaN,"[[73.46, 177.59, 0], [225.58, 81.97, 0], [0, 215.2, 255], [135.09, 179.7, 0]]",1160.40000009537,FALSE,FALSE,FALSE,FALSE,0,95,NA,4,4,0,4
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,29.9472665585174,890,62,42.9472665585174,-0.749571206177783,311,340.947266558517,"[237.39, 0, 228.16]",1,142,321,NaN,NaN,NaN,NaN,311,135,NaN,NaN,NaN,NaN,"[[237.39, 0, 228.16], [0, 187.89, 84.43]]",798.5,FALSE,FALSE,FALSE,FALSE,0,83,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,-15.4579790115899,1297.2999997139,62,70.5420209884101,-1.2311905272587,24,8.54202098841014,"[225.36, 93.54, 0]",1,310,131,NaN,NaN,NaN,NaN,24,283,NaN,NaN,NaN,NaN,"[[225.36, 93.54, 0], [181.22, 70.12, 255]]",1080.39999961853,FALSE,FALSE,FALSE,FALSE,0,91,NA,2,2,0,1
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-11.4179506542924,1235.10000038147,62,63.5820493457076,-1.1097161062481,13,1.58204934570755,"[231.93, 70.49, 65.61]",1,135,17,194,76,312,253,13,255,170,349,79,231,"[[231.93, 70.49, 65.61], [0, 138.47, 255], [0, 229.73, 198.5], [245.32, 20.8, 142.76], [185.81, 172.75, 0], [0, 217.07, 255]]",1035,FALSE,FALSE,FALSE,FALSE,0,94,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-10.8740808712498,1130.59999990463,62,304.12591912875,0.97518667772889,253,242.12591912875,"[0, 149.02, 255]",1,122,181,240,63,4,299,253,155,210,341,36,107,"[[0, 149.02, 255], [0, 215.01, 160.65], [0, 239.91, 255], [247.86, 0, 164.01], [222.33, 125.22, 0], [132.41, 179.71, 0]]",1080.19999980927,FALSE,FALSE,FALSE,FALSE,0,94,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Six Items,Six Colors,Non-Redundant Cued,-65.811256867996,1131.39999961853,62,215.188743132004,2.52743322629778,219,153.188743132004,"[0, 233.49, 255]",1,219,278,337,42,101,160,219,315,116,17,282,135,"[[0, 233.49, 255], [241.5, 0, 221.43], [102.97, 178.95, 0], [228.77, 76.04, 43.9], [178.13, 72.63, 255], [0, 187.89, 84.43]]",1090.59999990463,FALSE,FALSE,FALSE,FALSE,0,63,NA,6,6,0,9
HC,2024-04-29T16:32:51,3,22,No,Man,Two Items,Two Colors,Non-Redundant Cued,30.4244054193615,1106.5,62,225.424405419361,2.34878721826118,133,163.424405419361,"[0, 184.66, 71.88]",1,244,65,NaN,NaN,NaN,NaN,133,25,NaN,NaN,NaN,NaN,"[[0, 184.66, 71.88], [225.24, 96.93, 0]]",1072.60000038147,FALSE,FALSE,FALSE,FALSE,0,83,NA,2,2,0,1
