uid,start_date_local,session,age,colorblind,gender,num_items,ColorN,redundancy,response_error,response_RT,rotation,response_degrees,response_radians,target_angle_norotation,response_derotated_degress,target_color,target_patchN,Patch_Locations1,Patch_Locations2,Patch_Locations3,Patch_Locations4,Patch_Locations5,Patch_Locations6,Patch_Color_Angle1,Patch_Color_Angle2,Patch_Color_Angle3,Patch_Color_Angle4,Patch_Color_Angle5,Patch_Color_Angle6,all_patch_colors,leave_center_RT,started_outof_center,too_fast_trigger,too_slow_trigger,timeout,tab_away_count,points,Gestalt,num_itemsi,ColorNi,redundanti,Cnd
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,35.3296426561061,957.700000762939,121,129.329642656106,-2.25722808477676,333,8.32964265610613,"[249.08, 0, 184.22]",1,76,135,194,253,17,312,333,174,276,215,174,174,"[[249.08, 0, 184.22], [0, 232.83, 207.28], [157.12, 86.74, 255], [0, 236.89, 255], [0, 232.83, 207.28], [0, 232.83, 207.28]]",898.200000762939,FALSE,FALSE,FALSE,FALSE,0,80,Iso.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Redundant Cued,22.4879968887271,1088,121,340.487996888727,0.340548697951089,197,219.487996888727,"[0, 242.44, 249.44]",4,278,219,160,101,337,42,333,270,142,197,197,197,"[[249.08, 0, 184.22], [130.73, 99.52, 255], [0, 198.4, 117.44], [0, 242.44, 249.44], [0, 242.44, 249.44], [0, 242.44, 249.44]]",1059.60000038147,FALSE,FALSE,FALSE,FALSE,0,88,Contiguous.Short6,6,4,1,7
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,12.9607527254707,999.400000572205,121,117.960752725471,-2.05880352319034,344,356.960752725471,"[246.82, 0, 155.75]",1,291,55,232,114,173,350,344,54,54,54,54,54,"[[246.82, 0, 155.75], [211.91, 152.79, 0], [211.91, 152.79, 0], [211.91, 152.79, 0], [211.91, 152.79, 0], [211.91, 152.79, 0]]",900.60000038147,FALSE,FALSE,FALSE,FALSE,0,93,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,28.3340386206822,987.299999237061,121,121.334038620682,-2.11767846867286,332,0.334038620682222,"[249.06, 0, 186.58]",2,213,154,331,36,272,95,230,332,28,285,230,230,"[[0, 218.85, 255], [249.06, 0, 186.58], [224.73, 106.09, 0], [187.11, 64.96, 255], [0, 218.85, 255], [0, 218.85, 255]]",937.299999237061,FALSE,FALSE,FALSE,FALSE,0,84,Iso.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,4.80911318797021,954.099999427795,121,131.80911318797,-2.30050300926396,6,10.8091131879702,"[236.89, 59.69, 93.01]",2,106,283,342,165,47,224,111,6,111,111,111,111,"[[120.68, 179.55, 0], [236.89, 59.69, 93.01], [120.68, 179.55, 0], [120.68, 179.55, 0], [120.68, 179.55, 0], [120.68, 179.55, 0]]",859.699999809265,FALSE,FALSE,FALSE,FALSE,0,97,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,-14.0185387800179,972.5,121,182.981461219982,3.08955633878058,76,61.9814612199821,"[189.75, 171.14, 0]",1,347,52,229,288,111,170,76,278,278,278,278,278,"[[189.75, 171.14, 0], [164.62, 82.2, 255], [164.62, 82.2, 255], [164.62, 82.2, 255], [164.62, 82.2, 255], [164.62, 82.2, 255]]",894,FALSE,FALSE,FALSE,FALSE,0,92,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Redundant Cued,10.9022211615302,993.199999809265,121,45.9022211615302,-0.801144893247317,274,284.90222116153,"[149.04, 91.14, 255]",1,186,97,275,8,NaN,NaN,274,138,274,274,NaN,NaN,"[[149.04, 91.14, 255], [0, 192.54, 100.07], [149.04, 91.14, 255], [149.04, 91.14, 255]]",929.300000190735,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Short4,4,2,1,2
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,-3.27421215472742,996.300000190735,121,288.725787845273,1.24396967386496,171,167.725787845273,"[0, 230.54, 200.74]",2,38,333,156,274,215,97,23,171,275,313,23,23,"[[225.46, 89.93, 0], [0, 230.54, 200.74], [153.16, 88.96, 255], [239.57, 0, 224.87], [225.46, 89.93, 0], [225.46, 89.93, 0]]",930.300000190735,FALSE,FALSE,FALSE,FALSE,0,98,Iso.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,42.5921179369906,1372.69999980927,121,327.592117936991,0.565624245597526,164,206.592117936991,"[0, 224.42, 184.39]",1,161,72,339,250,NaN,NaN,164,52,52,52,NaN,NaN,"[[0, 224.42, 184.39], [213.4, 150.44, 0], [213.4, 150.44, 0], [213.4, 150.44, 0]]",1045.19999980927,FALSE,FALSE,FALSE,FALSE,0,76,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,-20.1057496552708,941.60000038147,121,28.8942503447292,-0.504299803411031,288,267.894250344729,"[195.24, 56.78, 255]",1,304,127,9,245,186,68,288,343,288,288,288,288,"[[195.24, 56.78, 255], [247.2, 0, 158.55], [195.24, 56.78, 255], [195.24, 56.78, 255], [195.24, 56.78, 255], [195.24, 56.78, 255]]",878.10000038147,FALSE,FALSE,FALSE,FALSE,0,89,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,10.4643851950116,917.5,121,46.4643851950116,-0.81095650656786,275,285.464385195012,"[153.16, 88.96, 255]",2,92,269,33,328,210,151,130,275,200,50,130,130,"[[0, 179.62, 46.3], [153.16, 88.96, 255], [0, 242.46, 253.9], [214.81, 147.93, 0], [0, 179.62, 46.3], [0, 179.62, 46.3]]",867.60000038147,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Short6,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,-46.175253575609,972.699999809265,121,276.824746424391,1.45168203107556,202,155.824746424391,"[0, 242.29, 255]",1,354,118,59,177,295,236,202,165,244,50,165,165,"[[0, 242.29, 255], [0, 225.36, 186.83], [0, 185.04, 255], [214.81, 147.93, 0], [0, 225.36, 186.83], [0, 225.36, 186.83]]",879.199999809265,FALSE,FALSE,FALSE,FALSE,0,74,Iso.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Redundant Cued,18.5885071408211,1192.69999980927,121,307.588507140821,0.914753116278168,168,186.588507140821,"[0, 228.05, 193.92]",1,19,196,314,78,255,137,168,20,94,300,168,168,"[[0, 228.05, 193.92], [226.24, 79.97, 15.35], [161.79, 178.23, 0], [220.49, 7.89, 243.68], [0, 228.05, 193.92], [0, 228.05, 193.92]]",976.799999237061,FALSE,FALSE,FALSE,FALSE,0,90,Eq.Triangle,6,4,1,7
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,-21.9026871142206,900.199999809265,121,31.0973128857794,-0.542750498379711,292,270.097312885779,"[204.87, 44.72, 254.07]",2,246,157,335,68,NaN,NaN,318,292,318,318,NaN,NaN,"[[243.94, 0, 216.01], [204.87, 44.72, 254.07], [243.94, 0, 216.01], [243.94, 0, 216.01]]",716.099999427795,FALSE,FALSE,FALSE,FALSE,0,88,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Redundant Cued,27.9977051012163,1040.20000076294,121,122.997705101216,-2.14671492641325,334,1.99770510121628,"[249.06, 0, 181.83]",4,188,129,306,247,11,70,159,196,28,334,334,334,"[[0, 219.4, 171.64], [0, 242.36, 247.9], [224.73, 106.09, 0], [249.06, 0, 181.83], [249.06, 0, 181.83], [249.06, 0, 181.83]]",933.700000762939,FALSE,FALSE,FALSE,FALSE,0,84,Iso.Triangle,6,4,1,7
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,-18.9381504945048,1480.19999980927,121,168.061849505495,-2.9332326208621,66,47.0618495054952,"[201.19, 164.34, 0]",1,121,299,210,32,NaN,NaN,66,248,248,248,NaN,NaN,"[[201.19, 164.34, 0], [0, 170.91, 255], [0, 170.91, 255], [0, 170.91, 255]]",1080.19999980927,FALSE,FALSE,FALSE,FALSE,0,89,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,11.2157212959906,907.900000572205,121,25.2157212959906,-0.440097359880287,253,264.215721295991,"[0, 149.02, 255]",2,244,8,67,303,185,126,37,253,176,70,37,37,"[[221.93, 127.22, 0], [0, 149.02, 255], [0, 234.23, 211.5], [196.91, 167.33, 0], [221.93, 127.22, 0], [221.93, 127.22, 0]]",807.900000572205,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Short6,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Redundant Cued,-17.7839573849386,855.10000038147,121,317.216042615061,0.746720923400121,214,196.216042615061,"[0, 237.6, 255]",3,52,111,229,170,347,288,35,291,214,103,214,214,"[[222.71, 123.15, 0], [202.58, 47.89, 255], [0, 237.6, 255], [142.64, 179.57, 0], [0, 237.6, 255], [0, 237.6, 255]]",787.900000572205,FALSE,FALSE,FALSE,FALSE,0,90,Contiguous.Short6,6,4,1,7
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,4.07138044778986,934.099999427795,121,111.07138044779,-1.93856129354919,346,350.07138044779,"[246.18, 6.18, 150.43]",1,340,222,163,45,104,281,346,79,237,161,161,161,"[[246.18, 6.18, 150.43], [185.81, 172.75, 0], [0, 204.51, 255], [0, 221.47, 176.86], [0, 221.47, 176.86], [0, 221.47, 176.86]]",839.800000190735,FALSE,FALSE,FALSE,FALSE,0,98,Iso.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,9.76803454870179,1391.5,121,224.768034548702,2.36024305106837,94,103.768034548702,"[161.79, 178.23, 0]",2,35,153,271,212,330,94,355,94,355,355,355,355,"[[243, 38.19, 126.66], [161.79, 178.23, 0], [243, 38.19, 126.66], [243, 38.19, 126.66], [243, 38.19, 126.66], [243, 38.19, 126.66]]",845,FALSE,FALSE,FALSE,FALSE,0,95,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,24.3657216783655,1061.0999994278,121,331.365721678366,0.499762435644958,186,210.365721678366,"[0, 239.74, 231]",1,205,264,28,323,87,146,186,327,327,327,327,327,"[[0, 239.74, 231], [248.31, 0, 197.86], [248.31, 0, 197.86], [248.31, 0, 197.86], [248.31, 0, 197.86], [248.31, 0, 197.86]]",961,FALSE,FALSE,FALSE,FALSE,0,86,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,2.00871255946868,1003.89999961853,121,309.008712559469,0.889965855668104,186,188.008712559469,"[0, 239.74, 231]",1,345,227,286,168,109,50,186,294,294,294,294,294,"[[0, 239.74, 231], [209.21, 37.92, 251.69], [209.21, 37.92, 251.69], [209.21, 37.92, 251.69], [209.21, 37.92, 251.69], [209.21, 37.92, 251.69]]",937.89999961853,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,2.94788532200155,1011.80000019073,121,250.947885322002,1.90331845739351,127,129.947885322002,"[23.05, 175.89, 0]",2,55,350,232,173,114,291,288,127,127,127,127,127,"[[195.24, 56.78, 255], [23.05, 175.89, 0], [23.05, 175.89, 0], [23.05, 175.89, 0], [23.05, 175.89, 0], [23.05, 175.89, 0]]",845.5,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,3.43860092641711,882.599999427795,121,107.438600926417,-1.87515732990221,343,346.438600926417,"[247.2, 0, 158.55]",2,340,104,163,222,281,45,44,343,44,44,44,44,"[[218.54, 139.44, 0], [247.2, 0, 158.55], [218.54, 139.44, 0], [218.54, 139.44, 0], [218.54, 139.44, 0], [218.54, 139.44, 0]]",792,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Redundant Cued,-19.0370284099382,950.299999237061,121,146.962971590062,-2.56498773276146,45,25.9629715900618,"[217.97, 140.96, 0]",1,271,93,4,182,NaN,NaN,45,234,45,45,NaN,NaN,"[[217.97, 140.96, 0], [0, 211.21, 255], [217.97, 140.96, 0], [217.97, 140.96, 0]]",810.799999237061,FALSE,FALSE,FALSE,FALSE,0,89,Contiguous.Short4,4,2,1,2
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,3.23929611726655,1208.5,121,253.239296117267,1.86332579450039,129,132.239296117267,"[0, 177.88, 33.37]",1,104,340,163,281,45,222,129,32,129,129,129,129,"[[0, 177.88, 33.37], [223.71, 116.44, 0], [0, 177.88, 33.37], [0, 177.88, 33.37], [0, 177.88, 33.37], [0, 177.88, 33.37]]",858.300000190735,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,3.199512253737,1056.30000019073,121,134.199512253737,-2.34222334339819,10,13.199512253737,"[234.15, 66.05, 78.34]",2,208,31,90,326,149,267,333,10,223,171,333,333,"[[249.08, 0, 184.22], [234.15, 66.05, 78.34], [0, 229.14, 255], [0, 230.54, 200.74], [249.08, 0, 184.22], [249.08, 0, 184.22]]",913,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Short6,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,58.5047638346809,940.299999237061,121,113.504763834681,-1.98103184561377,294,352.504763834681,"[209.21, 37.92, 251.69]",1,92,270,181,3,NaN,NaN,294,162,162,162,NaN,NaN,"[[209.21, 37.92, 251.69], [0, 222.48, 179.41], [0, 222.48, 179.41], [0, 222.48, 179.41]]",840.199999809265,FALSE,FALSE,FALSE,FALSE,0,67,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Redundant Cued,13.5434695859009,903.699999809265,121,134.543469585901,-2.34822653133082,0,13.5434695859009,"[240.5, 48.91, 112.22]",1,334,216,39,98,157,275,0,222,356,136,0,0,"[[240.5, 48.91, 112.22], [0, 230.32, 255], [242.54, 40.51, 123.86], [0, 189.46, 89.98], [240.5, 48.91, 112.22], [240.5, 48.91, 112.22]]",733.10000038147,FALSE,FALSE,FALSE,FALSE,0,92,Iso.Triangle,6,4,1,7
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,32.4193808177719,1073.10000038147,121,123.419380817772,-2.15407455604285,330,2.41938081777191,"[248.89, 0, 191.19]",1,66,7,125,243,184,302,330,151,151,151,151,151,"[[248.89, 0, 191.19], [0, 210.28, 148.8], [0, 210.28, 148.8], [0, 210.28, 148.8], [0, 210.28, 148.8], [0, 210.28, 148.8]]",936.89999961853,FALSE,FALSE,FALSE,FALSE,0,82,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Redundant Cued,60.8726829379316,973.199999809265,121,123.872682937932,-2.16198617054591,302,2.87268293793163,"[224.01, 0, 241]",1,279,12,101,190,NaN,NaN,302,286,302,302,NaN,NaN,"[[224.01, 0, 241], [189.91, 62.3, 255], [224.01, 0, 241], [224.01, 0, 241]]",819.300000190735,FALSE,FALSE,FALSE,FALSE,0,66,Contiguous.Short4,4,2,1,2
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,8.95341985889235,1173.29999923706,121,304.953419858892,0.960744065425253,175,183.953419858892,"[0, 233.54, 209.4]",1,200,141,82,318,259,23,175,342,175,175,175,175,"[[0, 233.54, 209.4], [247.55, 0, 161.31], [0, 233.54, 209.4], [0, 233.54, 209.4], [0, 233.54, 209.4], [0, 233.54, 209.4]]",800.299999237061,FALSE,FALSE,FALSE,FALSE,0,95,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Redundant Cued,14.3785401950715,964.300000190735,121,283.378540195072,1.33729675128049,148,162.378540195072,"[0, 206.52, 139.19]",3,27,86,145,263,204,322,36,236,148,304,148,148,"[[222.33, 125.22, 0], [0, 206.84, 255], [0, 206.52, 139.19], [227.52, 0, 238.44], [0, 206.52, 139.19], [0, 206.52, 139.19]]",909.10000038147,FALSE,FALSE,FALSE,FALSE,0,92,Iso.Triangle,6,4,1,7
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,-48.3603591613337,1210.39999961853,121,297.639640838666,1.08839359009148,225,176.639640838666,"[0, 226.56, 255]",2,39,275,157,98,216,334,275,225,53,319,275,275,"[[153.16, 88.96, 255], [0, 226.56, 255], [212.67, 151.63, 0], [244.64, 0, 214.13], [153.16, 88.96, 255], [153.16, 88.96, 255]]",1136.89999961853,FALSE,FALSE,FALSE,FALSE,0,73,Iso.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,4.22504339617831,869.599999427795,121,25.2250433961783,-0.440260061221763,260,264.225043396178,"[57.18, 118.17, 255]",2,171,348,53,112,289,230,34,260,260,260,260,260,"[[223.07, 121, 0], [57.18, 118.17, 255], [57.18, 118.17, 255], [57.18, 118.17, 255], [57.18, 118.17, 255], [57.18, 118.17, 255]]",812.300000190735,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,9.99836518736356,936.699999809265,121,241.998365187364,2.05951705021647,111,120.998365187364,"[120.68, 179.55, 0]",2,127,304,68,186,245,9,319,111,111,111,111,111,"[[244.64, 0, 214.13], [120.68, 179.55, 0], [120.68, 179.55, 0], [120.68, 179.55, 0], [120.68, 179.55, 0], [120.68, 179.55, 0]]",872.300000190735,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,1.76415982229582,1086.0999994278,121,29.7641598222958,-0.519482587988872,267,268.764159822296,"[114.49, 105.45, 255]",2,190,13,131,308,249,72,311,267,311,311,311,311,"[[237.39, 0, 228.16], [114.49, 105.45, 255], [237.39, 0, 228.16], [237.39, 0, 228.16], [237.39, 0, 228.16], [237.39, 0, 228.16]]",926.89999961853,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,7.13936479210355,946.699999809265,121,272.139364792104,1.53345736727145,144,151.139364792104,"[0, 201.2, 125.15]",2,177,355,88,266,NaN,NaN,300,144,300,300,NaN,NaN,"[[220.49, 7.89, 243.68], [0, 201.2, 125.15], [220.49, 7.89, 243.68], [220.49, 7.89, 243.68]]",762.599999427795,FALSE,FALSE,FALSE,FALSE,0,96,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,24.8203604660167,1043,121,215.820360466017,2.51640942420659,70,94.8203604660167,"[196.91, 167.33, 0]",1,66,302,7,125,243,184,70,312,312,312,312,312,"[[196.91, 167.33, 0], [238.51, 0, 226.53], [238.51, 0, 226.53], [238.51, 0, 226.53], [238.51, 0, 226.53], [238.51, 0, 226.53]]",995.10000038147,FALSE,FALSE,FALSE,FALSE,0,86,Contiguous.Long,6,2,0,6
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Redundant Cued,17.7155512232322,1012.89999961853,121,227.715551223232,2.30879918034038,89,106.715551223232,"[170.71, 176.87, 0]",2,86,353,264,175,NaN,NaN,217,89,89,89,NaN,NaN,"[[0, 235.31, 255], [170.71, 176.87, 0], [170.71, 176.87, 0], [170.71, 176.87, 0]]",910,FALSE,FALSE,FALSE,FALSE,0,90,Contiguous.Short4,4,2,1,2
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,2.63838368815135,1337.39999961853,121,29.6383836881513,-0.517287380327621,266,268.638383688151,"[108.41, 107.36, 255]",2,346,110,287,51,169,228,8,266,266,266,266,266,"[[235.55, 62.94, 85.93], [108.41, 107.36, 255], [108.41, 107.36, 255], [108.41, 107.36, 255], [108.41, 107.36, 255], [108.41, 107.36, 255]]",937.299999237061,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,11.7582219928577,987,121,278.758221992858,1.41793651639895,146,157.758221992858,"[0, 203.9, 132.37]",1,288,21,199,110,NaN,NaN,146,15,15,15,NaN,NaN,"[[0, 203.9, 132.37], [230.38, 73.32, 55.74], [230.38, 73.32, 55.74], [230.38, 73.32, 55.74]]",787,FALSE,FALSE,FALSE,FALSE,0,93,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Redundant Cued,15.1618458937755,986.599999427795,121,244.161845893776,2.02175718858621,108,123.161845893776,"[129.63, 179.69, 0]",1,87,354,176,265,NaN,NaN,108,200,108,108,NaN,NaN,"[[129.63, 179.69, 0], [0, 242.46, 253.9], [129.63, 179.69, 0], [129.63, 179.69, 0]]",886.799999237061,FALSE,FALSE,FALSE,FALSE,0,92,Contiguous.Short4,4,2,1,2
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,-51.3151363519904,854.599999427795,121,285.68486364801,1.29704381341076,216,164.68486364801,"[0, 236.12, 255]",2,343,254,76,165,NaN,NaN,120,216,120,120,NaN,NaN,"[[84.84, 178.12, 0], [0, 236.12, 255], [84.84, 178.12, 0], [84.84, 178.12, 0]]",765.799999237061,FALSE,FALSE,FALSE,FALSE,0,71,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,-21.0925913287342,902.800000190735,121,327.907408671266,0.560121384183393,228,206.907408671266,"[0, 222.16, 255]",1,206,147,265,324,88,29,228,243,228,228,228,228,"[[0, 222.16, 255], [0, 188.2, 255], [0, 222.16, 255], [0, 222.16, 255], [0, 222.16, 255], [0, 222.16, 255]]",857,FALSE,FALSE,FALSE,FALSE,0,88,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Redundant Cued,-24.6570697987245,1105.89999961853,121,265.342930201276,1.65207752827783,169,144.342930201276,"[0, 228.9, 196.23]",2,198,80,316,257,139,21,207,169,169,169,169,169,"[[0, 241.13, 255], [0, 228.9, 196.23], [0, 228.9, 196.23], [0, 228.9, 196.23], [0, 228.9, 196.23], [0, 228.9, 196.23]]",874,FALSE,FALSE,FALSE,FALSE,0,86,Contiguous.Long,6,2,1,5
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,-31.4158993781097,1297.19999980927,121,163.58410062189,-2.85508115976569,74,42.5841006218903,"[192.24, 169.95, 0]",1,281,103,14,192,NaN,NaN,74,152,152,152,NaN,NaN,"[[192.24, 169.95, 0], [0, 211.5, 151.85], [0, 211.5, 151.85], [0, 211.5, 151.85]]",1051.89999961853,FALSE,FALSE,FALSE,FALSE,0,83,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,160.119368977513,1361.30000019073,121,5.11936897751319,-0.0893498442820607,84,244.119368977513,"[178.67, 175.05, 0]",1,194,76,312,17,253,135,84,332,52,250,250,250,"[[178.67, 175.05, 0], [249.06, 0, 186.58], [213.4, 150.44, 0], [0, 162.8, 255], [0, 162.8, 255], [0, 162.8, 255]]",1297.30000019073,FALSE,FALSE,FALSE,FALSE,0,11,Eq.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Redundant Cued,-0.976699468111747,1377.30000019073,121,222.023300531888,2.40814769675326,102,101.023300531888,"[145.01, 179.49, 0]",2,34,301,212,123,NaN,NaN,138,102,102,102,NaN,NaN,"[[0, 192.54, 100.07], [145.01, 179.49, 0], [145.01, 179.49, 0], [145.01, 179.49, 0]]",1113.5999994278,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Short4,4,2,1,2
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Non-Redundant Cued,27.5548886693814,1293.19999980927,121,228.554888669381,2.2941499783698,80,107.554888669381,"[184.44, 173.25, 0]",1,34,123,212,301,NaN,NaN,80,247,247,247,NaN,NaN,"[[184.44, 173.25, 0], [0, 174.69, 255], [0, 174.69, 255], [0, 174.69, 255]]",1141.69999980927,FALSE,FALSE,FALSE,FALSE,0,85,Contiguous.Short4,4,2,0,3
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Redundant Cued,35.3394279787109,1013.10000038147,121,228.339427978711,2.29791047683062,72,107.339427978711,"[194.62, 168.69, 0]",4,103,162,44,221,280,339,216,304,128,72,72,72,"[[0, 236.12, 255], [227.52, 0, 238.44], [0, 176.11, 11.2], [194.62, 168.69, 0], [194.62, 168.69, 0], [194.62, 168.69, 0]]",983,FALSE,FALSE,FALSE,FALSE,0,80,Contiguous.Short6,6,4,1,7
HC,2024-05-20T11:11:44,7,22,No,Man,Four Items,Two Colors,Redundant Cued,-21.4835904444644,1000.69999980927,121,39.5164095555356,-0.689691455310645,300,278.516409555536,"[220.49, 7.89, 243.68]",2,314,136,47,225,NaN,NaN,64,300,300,300,NaN,NaN,"[[203.2, 162.69, 0], [220.49, 7.89, 243.68], [220.49, 7.89, 243.68], [220.49, 7.89, 243.68]]",850.60000038147,FALSE,FALSE,FALSE,FALSE,0,88,Contiguous.Short4,4,2,1,2
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Four Colors,Non-Redundant Cued,-21.750437377355,1095.19999980927,121,96.249562622645,-1.67987177136962,357,335.249562622645,"[242.05, 42.73, 121.02]",1,74,133,251,15,310,192,357,250,27,181,181,181,"[[242.05, 42.73, 121.02], [0, 162.8, 255], [224.92, 103.19, 0], [0, 237.31, 221.57], [0, 237.31, 221.57], [0, 237.31, 221.57]]",933.400000572205,FALSE,FALSE,FALSE,FALSE,0,88,Iso.Triangle,6,4,0,8
HC,2024-05-20T11:11:44,7,22,No,Man,Six Items,Two Colors,Non-Redundant Cued,6.62716399600083,909.39999961853,121,34.6271639960009,-0.604358022358252,267,273.627163996001,"[114.49, 105.45, 255]",2,352,234,57,293,116,175,90,267,90,90,90,90,"[[169.01, 177.18, 0], [114.49, 105.45, 255], [169.01, 177.18, 0], [169.01, 177.18, 0], [169.01, 177.18, 0], [169.01, 177.18, 0]]",847.89999961853,FALSE,FALSE,FALSE,FALSE,0,96,Contiguous.Long,6,2,0,6
