ID,effect,estimate,boot_mean,boot_se,lower,upper,n_boot
AQ,gain50_kappa_NR_minus_R,-9.09810948225427,-9.548633105824239,1.6678158924508297,-13.789608653693232,-7.179369464880725,60
AQ,gain50_gamma_NR_minus_R,-0.004189591050384613,-0.002953198138965302,0.0038687818740468847,-0.010772361488512334,-3.704587549029438e-4,60
AQ,gain50_beta_NR_minus_R,0.1508612102788699,0.13845471868249454,0.046892123389827095,0.028728463920522695,0.20938957641260014,60
AQ,NR_350_minus_50_kappa,1.8398773509613564,1.8870848470167039,1.141941297986673,0.2699202081790535,4.5273329758859955,60
AQ,NR_linear_trend_kappa,7.452676953163463,7.5537110341792575,4.887198275589367,-0.5466934851045184,18.38079830008376,60
AQ,NR_350_minus_50_gamma,0.09054297899749189,0.07665129947348812,0.06764611388543008,0.005003873321301218,0.22671052620727855,60
AQ,NR_linear_trend_gamma,0.07589976526736156,0.05003355858125127,0.23209996322063262,-0.38970852111081467,0.5329029657478852,60
AQ,NR_350_minus_50_beta,-0.09872018259103268,-0.08154645478442384,0.05742417610591548,-0.1622163387309961,0.025064161329895206,60
AQ,NR_linear_trend_beta,-0.22096427581229525,-0.1619176553539494,0.20460644126871438,-0.483179594857998,0.21472639493732998,60
AQ,R_350_minus_50_kappa,2.5601422186495384,2.4815700076059626,2.8466545623904267,-2.3676837448943613,7.379071610374494,60
AQ,R_linear_trend_kappa,14.710537947811005,13.33572943806518,11.586570661571773,-12.23689148825628,31.82596984897411,60
AQ,R_350_minus_50_gamma,-0.004189591050384613,-0.002953198138965302,0.0038687818740468847,-0.010772361488512334,-3.704587549029438e-4,60
AQ,R_linear_trend_gamma,-0.11649957516714883,-0.10948866162800609,0.07572002732323817,-0.2490036443923875,-0.010184666920357768,60
AQ,R_350_minus_50_beta,-0.005128540589786096,-0.004249668580076376,0.01872718075981159,-0.05323956671819451,0.023946121749932367,60
AQ,R_linear_trend_beta,-0.060748234065147844,-0.0559589594075291,0.07044953224367724,-0.21164550747791627,0.047085366739639666,60
AQ,catchup_average_kappa,-0.720264867688182,-0.5944851605892604,3.0376920863231587,-5.517700455949581,5.41259301424132,60
AQ,catchup_average_gamma,-0.0947325700478765,-0.07960449761245345,0.06718470980816794,-0.2285567319434575,-0.00596466877220629,60
AQ,catchup_average_beta,0.09359164200124659,0.07729678620434743,0.06245645667360627,-0.0564503163026586,0.17734823871266828,60
AQ,catchup_early_kappa,1.2132582926796802,2.571540479962152,7.406367894786066,-7.438528027896195,18.4327960745412,60
AQ,catchup_early_gamma,-0.2633574280263716,-0.2539338348398386,0.1474862599050451,-0.5907042458539701,-0.0524817359650731,60
AQ,catchup_early_beta,7.852800534348427e-4,-0.017396326921629828,0.09148860434714784,-0.15624164971670385,0.17047163940586224,60
AQ,catchup_late_kappa,-2.433043277387793,-2.902427195647502,4.586238633469895,-12.331314092464956,5.3580033863764625,60
AQ,catchup_late_gamma,-0.050343940708060204,-0.0544812226232095,0.0484638812607091,-0.16448566988256894,-1.454158963783816e-4,60
AQ,catchup_late_beta,0.2280510492427658,0.2204718009638298,0.1008264950838658,0.040527920446038104,0.42937451708090313,60
AQ,NR_practice_durEffect_kappa,-1.1678334671155493,-1.1657849208491633,3.103198894821849,-9.470763087028622,3.546598895984014,60
AQ,NR_practice_durEffect_gamma,-0.10667584704453317,-0.08774493450141341,0.09400433800665685,-0.28595405498025,0.05610309621781495,60
AQ,NR_practice_durEffect_beta,-0.20675997329923643,-0.21865952356302726,0.14007210364867453,-0.4530741258343268,-0.00879289752636018,60
AQ,R_practice_durEffect_kappa,2.4784681029519238,4.308182754760491,8.674865637675039,-8.658650474376003,21.909884585828998,60
AQ,R_practice_durEffect_gamma,0.10633764027377822,0.1117076777152156,0.08468868477471499,0.003819214965985489,0.3030301266433481,60
AQ,R_practice_durEffect_beta,0.020505795890094543,0.019208604322432446,0.03350155535877764,-0.032697877887332624,0.08053491248905267,60
AQ,NR_50ms_kappa,3.37577864589443,3.4104764015598468,0.5514972574963284,2.321049976512679,4.308588566222491,60
