uid,Cond,Stage,nObs,CircSDDeg,MeanAbsDeg,CentralMass,ShoulderMass,TailMass
PG,S6C2R,POP-only refit,499,18.3785654698899,12.7699050476725,0.781275346420812,0.202907041009901,0.0158176125692873
PG,S6C2R,POP in H0a,499,17.4242871296991,11.5210608400343,0.835868799425151,0.147837022949783,0.0162941776250667
PG,S6C2R,CDM fixed drift,499,7.1635881068514,5.17006678862963,0.98979868179766,0.0102012931355016,2.50668390864533e-08
PG,S6C2R,H0a POPCDM,499,18.8393942721846,13.0367149406826,0.775547775994628,0.207131801959542,0.0173204220458294
PG,S6C4NR,Observed,499,52.2453490717339,37.1254509018036,0.523046092184369,0.20440881763527,0.272545090180361
PG,S6C4NR,POP-only refit,499,57.2920148268072,40.6814398825939,0.535057332892077,0.187400114978663,0.27754255212926
PG,S6C4NR,POP in H0a,499,56.3087573884653,39.2886116533974,0.575502457847104,0.152140548034331,0.272356994118565
PG,S6C4NR,CDM fixed drift,499,7.1635881068514,5.17006678862963,0.98979868179766,0.0102012931355016,2.50668390864533e-08
PG,S6C4NR,H0a POPCDM,499,56.7626034744502,40.2679944600435,0.536524320815784,0.190455548179285,0.27302013100493
PG,S6C4R,Observed,499,32.7461598011804,20.2869739478958,0.711422845691383,0.176352705410822,0.112224448897796
PG,S6C4R,POP-only refit,499,35.5485233635013,22.9282701688613,0.691664635450186,0.197263316382637,0.111072048167177
PG,S6C4R,POP in H0a,499,34.8405476300917,21.680851932768,0.740604090780438,0.149411627642693,0.109984281576869
PG,S6C4R,CDM fixed drift,499,7.1635881068514,5.17006678862963,0.98979868179766,0.0102012931355016,2.50668390864533e-08
PG,S6C4R,H0a POPCDM,499,35.5693794397556,23.0002912374944,0.688092156044461,0.201030174352714,0.110877669602825
PG,S6C6NR,Observed,499,68.5823825433791,51.3811623246493,0.37875751503006,0.224448897795591,0.396793587174349
PG,S6C6NR,POP-only refit,499,76.0769203055057,56.326270493099,0.397048472480264,0.178708252188487,0.424243275331249
PG,S6C6NR,POP in H0a,499,75.2222171870719,55.2822443385203,0.425535913849118,0.154619304620251,0.419844781530631
PG,S6C6NR,CDM fixed drift,499,7.1635881068514,5.17006678862963,0.98979868179766,0.0102012931355016,2.50668390864533e-08
PG,S6C6NR,H0a POPCDM,499,75.5625499378074,55.9527440840173,0.398850913068939,0.180850312221745,0.420298774709315
YL,S2C2NR,Observed,500,18.7123000135228,13.6944,0.754,0.214,0.032
YL,S2C2NR,POP-only refit,500,20.0076778647861,14.9573088768693,0.685001516461497,0.296488012630156,0.0185104709083471
YL,S2C2NR,POP in H0a,500,19.1451836499407,13.8195365953903,0.734208218537297,0.249735847055846,0.0160559344068561
YL,S2C2NR,CDM fixed drift,500,7.60420204624296,5.57848112274432,0.985495173263535,0.0145048241660089,2.57045650049581e-09
YL,S2C2NR,H0a POPCDM,500,20.6000472268886,15.1939031798327,0.684979030114467,0.29437024253022,0.0206507273553122
YL,S4C2NR,Observed,500,27.2436888716082,19.224,0.618,0.3,0.082
YL,S4C2NR,POP-only refit,500,30.059254626049,20.4943834956765,0.641836792485277,0.28641715430678,0.0717460532079424
YL,S4C2NR,POP in H0a,500,29.2902945274263,19.3129004985173,0.688475541429843,0.24326500609476,0.0682594524753971
YL,S4C2NR,CDM fixed drift,500,7.79440695785518,5.74193470404365,0.982743251052812,0.0172567422445274,6.70266010780571e-09
YL,S4C2NR,H0a POPCDM,500,30.3096376310909,20.6492088453082,0.640709069234686,0.286497863611414,0.0727930671538991
YL,S4C2R,Observed,500,14.1695244631186,10.2816,0.814,0.186,0
YL,S4C2R,POP-only refit,500,20.0076778647861,14.9573088768693,0.685001516461497,0.296488012630156,0.0185104709083471
YL,S4C2R,POP in H0a,500,18.3488673632827,13.4723170492241,0.737098847971327,0.250144850082306,0.0127563019463667
YL,S4C2R,CDM fixed drift,500,7.79440695785518,5.74193470404365,0.982743251052812,0.0172567422445274,6.70266010780571e-09
YL,S4C2R,H0a POPCDM,500,19.93573959852,14.9190390424719,0.685385629214186,0.296949860281108,0.0176645105047063
YL,S4C4NR,Observed,500,35.2016814937872,25.4016,0.554,0.308,0.138
YL,S4C4NR,POP-only refit,500,39.3305530948514,26.981883476526,0.591262948849876,0.27461765769929,0.134119393450834
YL,S4C4NR,POP in H0a,500,38.9027028967981,26.0293176363799,0.632560852051628,0.235353484503648,0.132085663444724
YL,S4C4NR,CDM fixed drift,500,7.79440695785518,5.74193470404365,0.982743251052812,0.0172567422445274,6.70266010780571e-09
YL,S4C4NR,H0a POPCDM,500,39.6758499909102,27.238655088267,0.58933296687913,0.274478521679795,0.136188511441075
YL,S6C2NR,Observed,500,29.5807720244636,20.7504,0.608,0.284,0.108
YL,S6C2NR,POP-only refit,500,33.9872435373237,23.1072452949089,0.62146801183551,0.281664868522288,0.096867119642202
YL,S6C2NR,POP in H0a,500,33.0681476929912,21.8042637836253,0.667734750416462,0.240330335121106,0.0919349144624319
YL,S6C2NR,CDM fixed drift,500,8.07430175868084,5.98101569654716,0.978207540537548,0.0217924352326268,2.42298247343984e-08
YL,S6C2NR,H0a POPCDM,500,34.0396348502112,23.182215563632,0.618635505261778,0.284650847906694,0.0967136468315282
YL,S6C2R,Observed,500,13.997199954526,10.08,0.83,0.162,0.008
YL,S6C2R,POP-only refit,500,20.0076778647861,14.9573088768693,0.685001516461497,0.296488012630156,0.0185104709083471
YL,S6C2R,POP in H0a,500,18.3796412678635,13.485490265409,0.73698917993315,0.250129332853085,0.0128814872137645
YL,S6C2R,CDM fixed drift,500,8.07430175868084,5.98101569654716,0.978207540537548,0.0217924352326268,2.42298247343984e-08
YL,S6C2R,H0a POPCDM,500,20.0749984315214,15.0315298088578,0.681900623378392,0.299856229212343,0.0182431474092655
YL,S6C4NR,Observed,499,52.2336172413451,39.7226452905811,0.376753507014028,0.342685370741483,0.280561122244489
