"value","trial_type","trial_index","time_elapsed","internal_node_id","experiment","experiment_type","subject_id","unique_id","browser_window_height","browser_window_width","futurestudyAlert","studyresultsEmail","tab_away_count","rt","stimulus","response","trial_event","trial_number","trial_condition","cue_type","set_size","target","duration_ms","is_practice","redundancy","target_orientation","num_items","target_color","target_angle_norotation","target_angle_rotated","rotation","response_radians","response_orientation","response_orientation_360","response_error_deg","response_RT","response_RT_from_start","leave_center_RT","points","too_slow_trigger","too_fast_trigger","started_outof_center","timeout","mouse_movement_rt","mouse_movement_coords","target_patchN","all_patch_angles","all_patch_colors","all_patch_orientations","patch_angles_from_center","patch_imaginary_circle","patch_indiv_size_radius","outer_wheel_radius","inner_wheel_radius","wheel_canvas_height_width"
"","confidence-wheel","46","22006","0.0-46.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","9","Baseline","Baseline","4","3","150","false","0","74","4","[254.99999999999997,185.97970563700207,0]","83","316","[233]","[2.515667859641004]","[144.13715101413868]","324.1371510141387","[70.13715101413868]","[150.39999999850988]","[457.8999999985099]","[307.5]","[22]","[false]","[false]","[false]","[false]","[26,51,75,101,126,156,181,206,232,257,281,306,331,356,381,406,431,456]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-1,-2)"",""(0,-1)"",""(1,0)"",""(3,2)"",""(7,5)"",""(16,14)"",""(23,20)"",""(50,45)"",""(66,56)"",""(89,72)"",""(109,84)"",""(140,103)"",""(152,112)""]","4","[300,264,136,83]","[[230.60175705368678,163.61827156224166,254.99999999999997],[126.59178414982333,196.91847646608042,254.99999999999997],[129.3652800912392,237.40159668996418,57.814164791926764],[254.99999999999997,185.97970563700207,0]]","[124,34,163,74]","[291,111,201,21]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","47","22808","0.0-47.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","48","22878","0.0-48.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","68","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","10","NR-cue","NR-cue","6","2","150","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","49","23103","0.0-49.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","10","NR-cue","NR-cue","6","2","150","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[95,295,214,295,295,331]","[[253.34239611152933,199.69297978376582,0],[219.22403154738376,167.9334220487036,254.99999999999997],[0,239.1014524003612,254.99999999999997],[219.22403154738376,167.9334220487036,254.99999999999997],[219.22403154738376,167.9334220487036,254.99999999999997],[254.99999999999997,140.57189144618468,254.99999999999997]]","[175,112,59,112,112,2]","[219,279,159,339,39,99]","126","25","","","[874,1396]"
"","confidence-wheel","50","23299","0.0-50.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","10","NR-cue","NR-cue","6","2","150","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","51","24093","0.0-51.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","10","NR-cue","NR-cue","6","2","150","false","0","59","6","[0,239.1014524003612,254.99999999999997]","214","87","[233]","[2.5953447430480745]","[148.70230015811978]","328.7023001581198","[89.70230015811978]","[166.5]","[511.69999999552965]","[345.19999999552965]","[0]","[false]","[false]","[false]","[false]","[27,52,76,101,131,156,181,206,231,256,280,306,331,356,380,406,431,456,481,506]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-5,-1)"",""(-3,0)"",""(8,5)"",""(16,8)"",""(32,15)"",""(42,21)"",""(72,40)"",""(86,51)"",""(109,64)"",""(122,73)"",""(153,92)"",""(166,100)""]","3","[95,295,214,295,295,331]","[[253.34239611152933,199.69297978376582,0],[219.22403154738376,167.9334220487036,254.99999999999997],[0,239.1014524003612,254.99999999999997],[219.22403154738376,167.9334220487036,254.99999999999997],[219.22403154738376,167.9334220487036,254.99999999999997],[254.99999999999997,140.57189144618468,254.99999999999997]]","[175,112,59,112,112,2]","[219,279,159,339,39,99]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","52","24840","0.0-52.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","53","24934","0.0-53.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","94","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","11","NR-cue","NR-cue","6","1","250","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","54","25145","0.0-54.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","11","NR-cue","NR-cue","6","1","250","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[9,142,9,9,215,283]","[[254.99999999999997,127.66879575454229,174.0725232300418],[99.26706863472268,241.12307279426477,86.9119758270569],[254.99999999999997,127.66879575454229,174.0725232300418],[254.99999999999997,127.66879575454229,174.0725232300418],[0,238.4856353924439,254.99999999999997],[188.77629638216828,178.7933516622348,254.99999999999997]]","[103,22,103,103,126,78]","[337,217,97,277,37,157]","126","25","","","[874,1396]"
"","confidence-wheel","55","25339","0.0-55.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","11","NR-cue","NR-cue","6","1","250","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","56","26134","0.0-56.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","11","NR-cue","NR-cue","6","1","250","false","0","22","6","[99.26706863472268,241.12307279426477,86.9119758270569]","142","15","[233]","[2.5230144752430332]","[144.55808108183993]","324.55808108183993","[57.44191891816013]","[216.60000000149012]","[487.80000000447035]","[271.20000000298023]","[36]","[false]","[false]","[false]","[false]","[26,51,76,101,140,166,191,216,241,267,291,317,341,367,391,416,441,466]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-9,-6)"",""(-8,-5)"",""(1,2)"",""(11,9)"",""(25,19)"",""(31,23)"",""(45,33)"",""(53,39)"",""(77,58)"",""(90,67)"",""(109,81)"",""(117,85)"",""(136,98)"",""(145,104)""]","2","[9,142,9,9,215,283]","[[254.99999999999997,127.66879575454229,174.0725232300418],[99.26706863472268,241.12307279426477,86.9119758270569],[254.99999999999997,127.66879575454229,174.0725232300418],[254.99999999999997,127.66879575454229,174.0725232300418],[0,238.4856353924439,254.99999999999997],[188.77629638216828,178.7933516622348,254.99999999999997]]","[103,22,103,103,126,78]","[337,217,97,277,37,157]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","57","26845","0.0-57.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","58","26958","0.0-58.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","112","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","12","Baseline","Baseline","4","1","250","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","59","27169","0.0-59.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","12","Baseline","Baseline","4","1","250","false","null","null","4","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[65,119,29,190]","[[254.99999999999997,165.19915806296174,0],[191.32820637507956,224.0827849793576,0],[254.99999999999997,133.34210723925435,112.07400050534221],[0,249.4433905689472,238.90180229211032]]","[142,73,26,109]","[249,69,159,339]","126","25","","","[874,1396]"
"","confidence-wheel","60","27349","0.0-60.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","12","Baseline","Baseline","4","1","250","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","61","28110","0.0-61.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","12","Baseline","Baseline","4","1","250","false","0","73","4","[191.32820637507956,224.0827849793576,0]","119","352","[233]","[2.385694126791851]","[136.69020467432136]","316.69020467432136","[63.69020467432142]","[133.5]","[295.29999999701977]","[161.79999999701977]","[29]","[false]","[true]","[false]","[false]","[26,52,76,111,136,162,186,211,236,261,285]","[""(0,0)"",""(0,0)"",""(-5,-2)"",""(5,6)"",""(17,16)"",""(28,25)"",""(48,44)"",""(59,55)"",""(88,83)"",""(100,94)"",""(141,131)""]","2","[65,119,29,190]","[[254.99999999999997,165.19915806296174,0],[191.32820637507956,224.0827849793576,0],[254.99999999999997,133.34210723925435,112.07400050534221],[0,249.4433905689472,238.90180229211032]]","[142,73,26,109]","[249,69,159,339]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","62","28965","0.0-62.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","63","29074","0.0-63.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","108","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","13","R-cue","R-cue","4","3","150","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","64","29284","0.0-64.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","13","R-cue","R-cue","4","3","150","false","null","null","4","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[32,162,305,305]","[[254.99999999999997,135.06080674215394,101.57319995219221],[0,249.37733486213727,157.721254130339],[241.3085867402043,159.44620181140752,254.99999999999997],[241.3085867402043,159.44620181140752,254.99999999999997]]","[56,145,23,23]","[130,40,310,220]","126","25","","","[874,1396]"
"","confidence-wheel","65","29479","0.0-65.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","13","R-cue","R-cue","4","3","150","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","66","30334","0.0-66.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","13","R-cue","R-cue","4","3","150","false","1","23","4","[241.3085867402043,159.44620181140752,254.99999999999997]","305","178","[233]","[2.532059057474932]","[145.07629747118676]","325.07629747118676","[57.92370252881324]","[166.19999999552965]","[464.79999999701977]","[298.6000000014901]","[36]","[false]","[false]","[false]","[false]","[26,51,76,100,136,162,186,211,236,262,286,311,336,362,386,412,436,462]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(2,1)"",""(3,2)"",""(8,4)"",""(13,7)"",""(33,20)"",""(45,28)"",""(77,49)"",""(89,57)"",""(114,75)"",""(125,83)"",""(153,105)"",""(161,111)""]","4","[32,162,305,305]","[[254.99999999999997,135.06080674215394,101.57319995219221],[0,249.37733486213727,157.721254130339],[241.3085867402043,159.44620181140752,254.99999999999997],[241.3085867402043,159.44620181140752,254.99999999999997]]","[56,145,23,23]","[130,40,310,220]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","67","31073","0.0-67.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","68","31173","0.0-68.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","99","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","14","NR-cue","NR-cue","4","0","50","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","69","31384","0.0-69.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","14","NR-cue","NR-cue","4","0","50","false","null","null","4","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[6,313,271,271]","[[254.99999999999997,127.6825590853057,182.69567034542374],[254.99999999999997,153.09836184612325,254.99999999999997],[152.3522384618132,190.16983084810934,254.99999999999997],[152.3522384618132,190.16983084810934,254.99999999999997]]","[175,4,85,85]","[110,200,20,290]","126","25","","","[874,1396]"
"","confidence-wheel","70","31587","0.0-70.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","14","NR-cue","NR-cue","4","0","50","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","71","32554","0.0-71.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","14","NR-cue","NR-cue","4","0","50","false","0","175","4","[254.99999999999997,127.6825590853057,182.69567034542374]","6","239","[233]","[2.4990738627516667]","[143.18638502712645]","323.18638502712645","[31.813614972873552]","[133.29999999701977]","[523.7999999970198]","[390.5]","[65]","[false]","[false]","[false]","[false]","[26,52,76,101,136,161,187,211,237,261,287,311,336,361,387,410,436,461,486,511]","[""(0,0)"",""(0,0)"",""(0,0)"",""(-5,-5)"",""(-4,-4)"",""(-2,-3)"",""(-2,-2)"",""(-2,-2)"",""(-2,-2)"",""(-1,-2)"",""(-1,-1)"",""(1,0)"",""(7,5)"",""(21,17)"",""(30,24)"",""(61,48)"",""(75,59)"",""(98,76)"",""(120,92)"",""(152,115)""]","1","[6,313,271,271]","[[254.99999999999997,127.6825590853057,182.69567034542374],[254.99999999999997,153.09836184612325,254.99999999999997],[152.3522384618132,190.16983084810934,254.99999999999997],[152.3522384618132,190.16983084810934,254.99999999999997]]","[175,4,85,85]","[110,200,20,290]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","72","33247","0.0-72.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","73","33394","0.0-73.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","145","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","15","Baseline","Baseline","6","2","50","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","74","33604","0.0-74.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","15","Baseline","Baseline","6","2","50","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[196,353,266,47,296,236]","[[0,247.70784089924655,254.42640522986792],[254.99999999999997,130.04264317959579,218.65665164934558],[134.43592887372765,194.9880807536778,254.99999999999997],[254.99999999999997,146.60973640893948,24.09939262309329],[221.55568373672696,167.05953633546653,254.99999999999997],[0,222.83795199627548,254.99999999999997]]","[75,37,108,0,178,140]","[219,99,339,279,159,39]","126","25","","","[874,1396]"
"","confidence-wheel","75","33799","0.0-75.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","15","Baseline","Baseline","6","2","50","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","76","34683","0.0-76.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","15","Baseline","Baseline","6","2","50","false","0","108","6","[134.43592887372765,194.9880807536778,254.99999999999997]","266","139","[233]","[2.537287146723564]","[145.37584492005107]","325.37584492005107","[37.37584492005112]","[134.19999999552965]","[495.1000000014901]","[360.90000000596046]","[58]","[false]","[false]","[false]","[false]","[26,51,76,101,136,161,186,210,236,261,286,311,336,362,386,411,436,461,486]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-4,-8)"",""(-3,-7)"",""(-1,-5)"",""(1,-4)"",""(3,-3)"",""(4,-2)"",""(7,0)"",""(10,2)"",""(26,13)"",""(47,29)"",""(65,43)"",""(90,60)"",""(108,73)"",""(126,87)"",""(155,107)""]","3","[196,353,266,47,296,236]","[[0,247.70784089924655,254.42640522986792],[254.99999999999997,130.04264317959579,218.65665164934558],[134.43592887372765,194.9880807536778,254.99999999999997],[254.99999999999997,146.60973640893948,24.09939262309329],[221.55568373672696,167.05953633546653,254.99999999999997],[0,222.83795199627548,254.99999999999997]]","[75,37,108,0,178,140]","[219,99,339,279,159,39]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","77","35399","0.0-77.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","78","35539","0.0-78.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","138","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","16","Baseline","Baseline","4","2","50","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","79","35749","0.0-79.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","16","Baseline","Baseline","4","2","50","false","null","null","4","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[24,324,215,279]","[[254.99999999999997,130.96918431865242,128.59877785769274],[254.99999999999997,145.118615027254,254.99999999999997],[0,238.4856353924439,254.99999999999997],[177.4400900044629,182.54214659788704,254.99999999999997]]","[179,56,118,17]","[123,303,213,33]","126","25","","","[874,1396]"
"","confidence-wheel","80","35942","0.0-80.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","16","Baseline","Baseline","4","2","50","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","81","36649","0.0-81.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","16","Baseline","Baseline","4","2","50","false","0","118","4","[0,238.4856353924439,254.99999999999997]","215","88","[233]","[2.5254680705525807]","[144.6986617377101]","324.6986617377101","[26.698661737710154]","[116.60000000149012]","[319.3999999985099]","[202.79999999701977]","[70]","[false]","[true]","[false]","[false]","[26,51,77,102,126,151,175,201,226,251,276,301]","[""(0,0)"",""(-8,-6)"",""(-7,-5)"",""(-7,-5)"",""(-3,-3)"",""(-1,-2)"",""(16,8)"",""(31,19)"",""(54,35)"",""(70,47)"",""(105,72)"",""(123,85)""]","3","[24,324,215,279]","[[254.99999999999997,130.96918431865242,128.59877785769274],[254.99999999999997,145.118615027254,254.99999999999997],[0,238.4856353924439,254.99999999999997],[177.4400900044629,182.54214659788704,254.99999999999997]]","[179,56,118,17]","[123,303,213,33]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","82","37358","0.0-82.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","83","37504","0.0-83.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","145","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","17","R-cue","R-cue","6","5","150","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","84","37744","0.0-84.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","17","R-cue","R-cue","6","5","150","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[21,331,180,115,115,115]","[[254.99999999999997,129.84908803726117,138.09379275213823],[254.99999999999997,140.57189144618468,254.99999999999997],[0,250.98234368916343,211.49066866797486],[203.25588206542054,220.4141278300178,0],[203.25588206542054,220.4141278300178,0],[203.25588206542054,220.4141278300178,0]]","[49,162,69,93,93,93]","[69,189,129,249,309,9]","126","25","","","[874,1396]"
"","confidence-wheel","85","37939","0.0-85.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","17","R-cue","R-cue","6","5","150","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","86","39033","0.0-86.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","17","R-cue","R-cue","6","5","150","false","1","93","6","[203.25588206542054,220.4141278300178,0]","115","348","[233]","[2.5254680705525807]","[144.6986617377101]","324.6986617377101","[51.698661737710154]","[116.20000000298023]","[522.5]","[406.29999999701977]","[43]","[false]","[false]","[false]","[false]","[26,51,76,101,126,152,176,202,225,251,276,301,326,351,376,401,426,451,475,502]","[""(-2,-9)"",""(-2,-9)"",""(-2,-9)"",""(-2,-9)"",""(-2,-9)"",""(-2,-9)"",""(-2,-9)"",""(-1,-9)"",""(-1,-8)"",""(0,-8)"",""(2,-6)"",""(4,-5)"",""(10,-1)"",""(14,2)"",""(29,13)"",""(35,17)"",""(63,36)"",""(75,46)"",""(111,74)"",""(132,91)""]","6","[21,331,180,115,115,115]","[[254.99999999999997,129.84908803726117,138.09379275213823],[254.99999999999997,140.57189144618468,254.99999999999997],[0,250.98234368916343,211.49066866797486],[203.25588206542054,220.4141278300178,0],[203.25588206542054,220.4141278300178,0],[203.25588206542054,220.4141278300178,0]]","[49,162,69,93,93,93]","[69,189,129,249,309,9]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","87","39809","0.0-87.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","88","39948","0.0-88.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","139","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","18","Baseline","Baseline","6","3","250","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","89","40188","0.0-89.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","18","Baseline","Baseline","6","3","250","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[212,135,22,265,337,91]","[[0,240.29244976915723,254.99999999999997],[133.7508415136246,236.7289657530137,51.77464027768778],[254.99999999999997,130.19684608625317,134.957530249193],[130.5708145812765,195.95329854048296,254.99999999999997],[254.99999999999997,137.0693786116789,254.99999999999997],[254.99999999999997,195.188986991524,0]]","[97,161,67,34,131,0]","[43,163,343,223,103,283]","126","25","","","[874,1396]"
"","confidence-wheel","90","40369","0.0-90.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","18","Baseline","Baseline","6","3","250","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","91","41343","0.0-91.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","18","Baseline","Baseline","6","3","250","false","0","34","6","[130.5708145812765,195.95329854048296,254.99999999999997]","265","138","[233]","[2.539060029068774]","[145.47742359600488]","325.4774235960049","[68.52257640399512]","[150]","[375.8999999985099]","[225.89999999850988]","[24]","[false]","[true]","[false]","[false]","[26,51,77,101,136,160,186,210,236,260,286,311,336,360]","[""(-8,-7)"",""(-8,-7)"",""(-8,-7)"",""(-7,-7)"",""(-6,-6)"",""(1,-2)"",""(6,1)"",""(18,8)"",""(37,20)"",""(59,34)"",""(70,42)"",""(101,64)"",""(123,80)"",""(151,102)""]","4","[212,135,22,265,337,91]","[[0,240.29244976915723,254.99999999999997],[133.7508415136246,236.7289657530137,51.77464027768778],[254.99999999999997,130.19684608625317,134.957530249193],[130.5708145812765,195.95329854048296,254.99999999999997],[254.99999999999997,137.0693786116789,254.99999999999997],[254.99999999999997,195.188986991524,0]]","[97,161,67,34,131,0]","[43,163,343,223,103,283]","114","25","227","197","[874,1396]"
